image,label
ISIC_0013118_downsampled,2
ISIC_0000537,2
ISIC_0057978,1
ISIC_0061884,1
ISIC_0033407,2
ISIC_0066050,2
ISIC_0069309,2
ISIC_0014114_downsampled,2
ISIC_0013891_downsampled,2
ISIC_0013676_downsampled,2
ISIC_0066532,1
ISIC_0063251,2
ISIC_0059551,1
ISIC_0055599,2
ISIC_0061312,2
ISIC_0061999,3
ISIC_0065101,8
ISIC_0025081,1
ISIC_0031940,8
ISIC_0054089,1
ISIC_0027978,2
ISIC_0030507,1
ISIC_0025472,1
ISIC_0062492,3
ISIC_0059341,2
ISIC_0032451,2
ISIC_0032464,2
ISIC_0065158,2
ISIC_0066039,3
ISIC_0055951,3
ISIC_0055135,3
ISIC_0031741,1
ISIC_0059181,1
ISIC_0014248_downsampled,2
ISIC_0057870,1
ISIC_0025621,2
ISIC_0027852,2
ISIC_0032469,2
ISIC_0028048,2
ISIC_0015129_downsampled,2
ISIC_0028999,2
ISIC_0032819,2
ISIC_0024424,2
ISIC_0068992,2
ISIC_0069335,3
ISIC_0032651,2
ISIC_0029844,2
ISIC_0030725,2
ISIC_0071032,2
ISIC_0027296,2
ISIC_0058874,2
ISIC_0062173,2
ISIC_0066533,1
ISIC_0014588_downsampled,5
ISIC_0060286,2
ISIC_0066367,1
ISIC_0063033,3
ISIC_0029029,5
ISIC_0026965,2
ISIC_0058700,2
ISIC_0027455,5
ISIC_0061205,3
ISIC_0059791,2
ISIC_0061061,2
ISIC_0005666_downsampled,2
ISIC_0072975,2
ISIC_0033296,2
ISIC_0060622,3
ISIC_0029841,5
ISIC_0061348,3
ISIC_0032148,2
ISIC_0033429,1
ISIC_0014926_downsampled,2
ISIC_0028866,2
ISIC_0063948,2
ISIC_0028974,2
ISIC_0012981_downsampled,2
ISIC_0000274,2
ISIC_0059665,5
ISIC_0066624,2
ISIC_0059581,3
ISIC_0030557,2
ISIC_0072826,1
ISIC_0070672,3
ISIC_0012966_downsampled,2
ISIC_0026792,2
ISIC_0064142,2
ISIC_0032842,5
ISIC_0059606,2
ISIC_0072290,2
ISIC_0058141,2
ISIC_0032293,2
ISIC_0058836,1
ISIC_0064461,2
ISIC_0027011,2
ISIC_0060745,2
ISIC_0032027,2
ISIC_0012677_downsampled,2
ISIC_0027568,2
ISIC_0055799,1
ISIC_0028450,2
ISIC_0027462,2
ISIC_0061385,4
ISIC_0029176,5
ISIC_0060266,1
ISIC_0030674,2
ISIC_0025470,5
ISIC_0026922,2
ISIC_0054869,2
ISIC_0067011,2
ISIC_0063957,2
ISIC_0056577,2
ISIC_0026257,2
ISIC_0032956,2
ISIC_0027970,2
ISIC_0060204,5
ISIC_0054783,2
ISIC_0069120,4
ISIC_0065447,3
ISIC_0033768,2
ISIC_0065058,2
ISIC_0068118,1
ISIC_0001152_downsampled,1
ISIC_0033329,2
ISIC_0056889,3
ISIC_0062148,5
ISIC_0012526_downsampled,2
ISIC_0062221,2
ISIC_0031629,2
ISIC_0059438,2
ISIC_0025773,2
ISIC_0056969,1
ISIC_0061911,1
ISIC_0000299,1
ISIC_0062649,1
ISIC_0061866,3
ISIC_0011213,2
ISIC_0033340,2
ISIC_0054326,2
ISIC_0028501,2
ISIC_0032565,2
ISIC_0034079,2
ISIC_0055647,3
ISIC_0072770,2
ISIC_0067794,2
ISIC_0060523,5
ISIC_0010248,2
ISIC_0028323,3
ISIC_0013549_downsampled,1
ISIC_0011298,2
ISIC_0013600_downsampled,2
ISIC_0015483_downsampled,2
ISIC_0058703,3
ISIC_0067452,1
ISIC_0072084,3
ISIC_0030532,2
ISIC_0030987,2
ISIC_0070452,2
ISIC_0055669,2
ISIC_0072747,1
ISIC_0000098_downsampled,2
ISIC_0054840,5
ISIC_0033112,2
ISIC_0013196_downsampled,2
ISIC_0058588,2
ISIC_0033531,5
ISIC_0000368,2
ISIC_0000290,1
ISIC_0054956,2
ISIC_0068709,2
ISIC_0031457,6
ISIC_0057202,2
ISIC_0061917,5
ISIC_0031414,2
ISIC_0065863,3
ISIC_0012790_downsampled,5
ISIC_0058381,2
ISIC_0014921_downsampled,2
ISIC_0059019,2
ISIC_0031915,1
ISIC_0031137,2
ISIC_0067892,3
ISIC_0055139,2
ISIC_0072732,3
ISIC_0068173,2
ISIC_0014055_downsampled,5
ISIC_0026686,2
ISIC_0067217,6
ISIC_0015200_downsampled,1
ISIC_0070162,3
ISIC_0061756,1
ISIC_0015112_downsampled,5
ISIC_0027803,2
ISIC_0027388,5
ISIC_0025478,2
ISIC_0031446,2
ISIC_0013134_downsampled,5
ISIC_0030360,1
ISIC_0056356,2
ISIC_0025328,2
ISIC_0065881,2
ISIC_0070061,1
ISIC_0073136,1
ISIC_0067483,2
ISIC_0071809,2
ISIC_0062689,5
ISIC_0068538,2
ISIC_0014117_downsampled,2
ISIC_0026413,2
ISIC_0065572,2
ISIC_0064738,2
ISIC_0059306,3
ISIC_0065357,2
ISIC_0032408,1
ISIC_0072430,7
ISIC_0062123,4
ISIC_0000103_downsampled,2
ISIC_0028598,2
ISIC_0032741,3
ISIC_0026972,2
ISIC_0031875,2
ISIC_0025702,2
ISIC_0064191,2
ISIC_0033861,2
ISIC_0032903,1
ISIC_0072733,1
ISIC_0060984,3
ISIC_0061968,4
ISIC_0056691,3
ISIC_0027292,2
ISIC_0033873,2
ISIC_0016053_downsampled,2
ISIC_0029740,1
ISIC_0000434_downsampled,1
ISIC_0032588,2
ISIC_0066370,4
ISIC_0064865,2
ISIC_0029430,2
ISIC_0025654,5
ISIC_0062223,2
ISIC_0072752,5
ISIC_0032338,2
ISIC_0060246,2
ISIC_0058935,1
ISIC_0032011,2
ISIC_0029923,2
ISIC_0060967,1
ISIC_0071973,2
ISIC_0032015,2
ISIC_0068163,2
ISIC_0057794,5
ISIC_0030683,5
ISIC_0031772,2
ISIC_0063975,2
ISIC_0070361,2
ISIC_0054543,5
ISIC_0032546,2
ISIC_0000376_downsampled,2
ISIC_0027792,2
ISIC_0055914,3
ISIC_0015206_downsampled,1
ISIC_0012520_downsampled,2
ISIC_0070657,1
ISIC_0033370,2
ISIC_0069770,2
ISIC_0070048,2
ISIC_0026372,2
ISIC_0026721,2
ISIC_0053982,2
ISIC_0065684,3
ISIC_0029644,3
ISIC_0026054,2
ISIC_0026982,2
ISIC_0013212_downsampled,2
ISIC_0031418,2
ISIC_0065140,3
ISIC_0029987,2
ISIC_0028970,5
ISIC_0031247,2
ISIC_0058023,2
ISIC_0070463,1
ISIC_0028522,2
ISIC_0034177,2
ISIC_0062161,1
ISIC_0010844,2
ISIC_0071103,2
ISIC_0031098,2
ISIC_0057184,2
ISIC_0024621,2
ISIC_0027313,2
ISIC_0054867,2
ISIC_0069396,2
ISIC_0064326,2
ISIC_0067584,5
ISIC_0071060,1
ISIC_0034025,2
ISIC_0011327,2
ISIC_0028722,2
ISIC_0060198,3
ISIC_0033521,2
ISIC_0028952,5
ISIC_0068890,2
ISIC_0063666,3
ISIC_0066061,1
ISIC_0032319,2
ISIC_0056899,3
ISIC_0065102,2
ISIC_0001247_downsampled,2
ISIC_0066033,2
ISIC_0032937,2
ISIC_0071646,3
ISIC_0054476,2
ISIC_0058098,1
ISIC_0025150,2
ISIC_0000492,2
ISIC_0068482,8
ISIC_0011176,1
ISIC_0026627,2
ISIC_0029937,1
ISIC_0031017,5
ISIC_0071431,1
ISIC_0029477,2
ISIC_0031498,1
ISIC_0067153,4
ISIC_0015157_downsampled,2
ISIC_0069202,2
ISIC_0030185,2
ISIC_0061964,2
ISIC_0057342,2
ISIC_0056807,2
ISIC_0069755,4
ISIC_0014591_downsampled,5
ISIC_0011081,2
ISIC_0029038,2
ISIC_0025580,2
ISIC_0025652,2
ISIC_0057910,3
ISIC_0033682,2
ISIC_0073138,2
ISIC_0032622,1
ISIC_0030953,8
ISIC_0027047,8
ISIC_0029211,2
ISIC_0030490,2
ISIC_0053881,2
ISIC_0014726_downsampled,2
ISIC_0015440_downsampled,2
ISIC_0030983,2
ISIC_0031739,2
ISIC_0025354,2
ISIC_0060101,3
ISIC_0029851,8
ISIC_0030761,2
ISIC_0064050,2
ISIC_0069851,1
ISIC_0071407,2
ISIC_0068338,3
ISIC_0032466,1
ISIC_0011362,2
ISIC_0067096,5
ISIC_0069921,2
ISIC_0030237,2
ISIC_0069648,2
ISIC_0068445,2
ISIC_0070267,2
ISIC_0031015,2
ISIC_0028561,2
ISIC_0069433,3
ISIC_0026289,2
ISIC_0055454,1
ISIC_0061426,5
ISIC_0027279,5
ISIC_0060738,3
ISIC_0028410,1
ISIC_0011301,2
ISIC_0032317,2
ISIC_0032661,2
ISIC_0011219,2
ISIC_0032304,5
ISIC_0071823,2
ISIC_0013942_downsampled,2
ISIC_0026707,2
ISIC_0065928,1
ISIC_0002673_downsampled,2
ISIC_0058868,3
ISIC_0067682,2
ISIC_0032232,1
ISIC_0031445,2
ISIC_0067155,2
ISIC_0026489,1
ISIC_0070681,5
ISIC_0033667,2
ISIC_0028791,2
ISIC_0028375,2
ISIC_0027252,2
ISIC_0063013,2
ISIC_0015182_downsampled,5
ISIC_0026344,2
ISIC_0034207,2
ISIC_0026727,2
ISIC_0015313_downsampled,2
ISIC_0010565,2
ISIC_0061052,1
ISIC_0063614,3
ISIC_0034000,1
ISIC_0071699,1
ISIC_0028731,2
ISIC_0063995,3
ISIC_0060003,3
ISIC_0029843,1
ISIC_0028765,3
ISIC_0057738,5
ISIC_0062814,4
ISIC_0063775,1
ISIC_0069630,4
ISIC_0027330,2
ISIC_0033881,1
ISIC_0014812_downsampled,2
ISIC_0054168,2
ISIC_0057180,1
ISIC_0062911,2
ISIC_0033421,2
ISIC_0027211,2
ISIC_0068394,1
ISIC_0014498_downsampled,2
ISIC_0058158,2
ISIC_0024659,2
ISIC_0064113,1
ISIC_0030678,2
ISIC_0031301,2
ISIC_0060399,1
ISIC_0059419,2
ISIC_0068624,5
ISIC_0032925,1
ISIC_0000513,1
ISIC_0073018,1
ISIC_0033652,2
ISIC_0029093,2
ISIC_0034180,1
ISIC_0026493,5
ISIC_0029885,1
ISIC_0059122,2
ISIC_0059786,1
ISIC_0029376,2
ISIC_0028872,8
ISIC_0057443,2
ISIC_0066980,2
ISIC_0053764,4
ISIC_0028555,5
ISIC_0058314,2
ISIC_0071712,1
ISIC_0061471,3
ISIC_0062479,8
ISIC_0015960_downsampled,2
ISIC_0029467,2
ISIC_0033139,2
ISIC_0014511_downsampled,2
ISIC_0058540,4
ISIC_0028018,2
ISIC_0058431,4
ISIC_0071586,1
ISIC_0029509,2
ISIC_0065208,2
ISIC_0029801,5
ISIC_0033736,5
ISIC_0014120_downsampled,5
ISIC_0063981,1
ISIC_0032708,2
ISIC_0012210_downsampled,5
ISIC_0012278_downsampled,2
ISIC_0056483,1
ISIC_0068678,2
ISIC_0028124,5
ISIC_0027395,2
ISIC_0054789,3
ISIC_0032137,2
ISIC_0013643_downsampled,2
ISIC_0010267,1
ISIC_0028763,8
ISIC_0058915,3
ISIC_0067075,8
ISIC_0000315,2
ISIC_0070546,6
ISIC_0030416,2
ISIC_0031689,2
ISIC_0057679,4
ISIC_0032199,4
ISIC_0014263_downsampled,2
ISIC_0063122,4
ISIC_0072584,4
ISIC_0026030,2
ISIC_0070884,2
ISIC_0060797,5
ISIC_0057877,2
ISIC_0024946,8
ISIC_0064744,3
ISIC_0056695,3
ISIC_0054763,1
ISIC_0072745,2
ISIC_0025839,2
ISIC_0055730,3
ISIC_0024391,2
ISIC_0000528,2
ISIC_0003582_downsampled,2
ISIC_0072898,5
ISIC_0032042,2
ISIC_0060509,4
ISIC_0027128,2
ISIC_0013341_downsampled,5
ISIC_0027958,4
ISIC_0053569,5
ISIC_0057881,1
ISIC_0034213,2
ISIC_0065883,1
ISIC_0057339,2
ISIC_0065295,2
ISIC_0009160_downsampled,2
ISIC_0000069,2
ISIC_0031225,3
ISIC_0071344,5
ISIC_0064533,2
ISIC_0060035,8
ISIC_0062008,2
ISIC_0030045,2
ISIC_0026113,1
ISIC_0067896,1
ISIC_0027274,2
ISIC_0030463,4
ISIC_0069065,1
ISIC_0028066,2
ISIC_0028073,2
ISIC_0025575,5
ISIC_0059384,2
ISIC_0059874,4
ISIC_0070308,1
ISIC_0009430_downsampled,2
ISIC_0070440,2
ISIC_0058439,1
ISIC_0062015,3
ISIC_0028233,5
ISIC_0034218,1
ISIC_0026348,2
ISIC_0014772_downsampled,1
ISIC_0065173,1
ISIC_0062390,2
ISIC_0056724,4
ISIC_0000509,2
ISIC_0056459,2
ISIC_0053691,1
ISIC_0057887,2
ISIC_0064036,2
ISIC_0056789,2
ISIC_0031262,2
ISIC_0012152_downsampled,2
ISIC_0028512,1
ISIC_0066776,1
ISIC_0053695,3
ISIC_0056165,2
ISIC_0069020,5
ISIC_0057009,1
ISIC_0033584,2
ISIC_0025566,2
ISIC_0063730,8
ISIC_0014711_downsampled,5
ISIC_0025518,2
ISIC_0000489,2
ISIC_0014542_downsampled,1
ISIC_0016036_downsampled,2
ISIC_0056867,4
ISIC_0024351,1
ISIC_0002107_downsampled,2
ISIC_0054756,1
ISIC_0028551,2
ISIC_0025614,2
ISIC_0033420,2
ISIC_0060104,1
ISIC_0000177_downsampled,2
ISIC_0054211,2
ISIC_0069504,1
ISIC_0062616,2
ISIC_0059799,4
ISIC_0032988,1
ISIC_0030186,2
ISIC_0032449,2
ISIC_0060403,1
ISIC_0015958_downsampled,2
ISIC_0030085,2
ISIC_0024668,2
ISIC_0060378,2
ISIC_0056761,2
ISIC_0032733,1
ISIC_0071406,2
ISIC_0059442,7
ISIC_0054936,1
ISIC_0055176,4
ISIC_0070076,2
ISIC_0012661_downsampled,5
ISIC_0065302,5
ISIC_0011228,2
ISIC_0055825,1
ISIC_0068392,3
ISIC_0029438,2
ISIC_0053918,2
ISIC_0012742_downsampled,2
ISIC_0065072,2
ISIC_0033023,1
ISIC_0010071,2
ISIC_0055401,3
ISIC_0027143,2
ISIC_0072675,2
ISIC_0011149,2
ISIC_0028655,1
ISIC_0027566,2
ISIC_0068284,5
ISIC_0057935,2
ISIC_0008913_downsampled,2
ISIC_0028269,2
ISIC_0012840_downsampled,5
ISIC_0029068,5
ISIC_0030142,4
ISIC_0029234,2
ISIC_0025803,4
ISIC_0066964,2
ISIC_0058764,2
ISIC_0068052,3
ISIC_0029131,2
ISIC_0059800,4
ISIC_0055293,1
ISIC_0025648,2
ISIC_0030648,2
ISIC_0064869,3
ISIC_0063919,2
ISIC_0071157,3
ISIC_0033423,2
ISIC_0059494,6
ISIC_0030820,2
ISIC_0025537,2
ISIC_0013831_downsampled,1
ISIC_0031616,2
ISIC_0031542,5
ISIC_0030687,3
ISIC_0030224,2
ISIC_0073146,2
ISIC_0024569,2
ISIC_0028767,2
ISIC_0061686,1
ISIC_0027617,2
ISIC_0057328,1
ISIC_0031250,2
ISIC_0024798,2
ISIC_0069818,4
ISIC_0054364,1
ISIC_0031362,5
ISIC_0032208,2
ISIC_0014792_downsampled,2
ISIC_0033105,2
ISIC_0014807_downsampled,2
ISIC_0067234,2
ISIC_0033469,1
ISIC_0059933,2
ISIC_0033501,2
ISIC_0030882,7
ISIC_0066318,3
ISIC_0063378,2
ISIC_0065971,3
ISIC_0009874,2
ISIC_0055367,1
ISIC_0028495,3
ISIC_0062878,4
ISIC_0066799,3
ISIC_0032268,2
ISIC_0063452,3
ISIC_0068595,2
ISIC_0028600,2
ISIC_0025377,2
ISIC_0053564,2
ISIC_0031961,5
ISIC_0061889,3
ISIC_0062828,2
ISIC_0032326,2
ISIC_0067858,2
ISIC_0068331,1
ISIC_0014195_downsampled,2
ISIC_0013106_downsampled,2
ISIC_0029877,7
ISIC_0000419_downsampled,2
ISIC_0013141_downsampled,1
ISIC_0063471,2
ISIC_0000372,2
ISIC_0057903,3
ISIC_0030194,2
ISIC_0032251,2
ISIC_0054625,1
ISIC_0058405,2
ISIC_0009991,2
ISIC_0069323,2
ISIC_0031722,2
ISIC_0030111,2
ISIC_0071380,5
ISIC_0032788,2
ISIC_0025860,2
ISIC_0072333,2
ISIC_0069384,4
ISIC_0033173,2
ISIC_0066713,2
ISIC_0029571,1
ISIC_0026268,1
ISIC_0059474,3
ISIC_0034131,2
ISIC_0028658,2
ISIC_0012696_downsampled,5
ISIC_0000452_downsampled,2
ISIC_0032833,1
ISIC_0029646,2
ISIC_0030420,2
ISIC_0066814,2
ISIC_0063689,3
ISIC_0071593,2
ISIC_0066503,2
ISIC_0029331,3
ISIC_0067953,1
ISIC_0032031,5
ISIC_0064014,1
ISIC_0014197_downsampled,2
ISIC_0012998,5
ISIC_0072137,6
ISIC_0032535,1
ISIC_0030089,1
ISIC_0054878,4
ISIC_0053772,3
ISIC_0033765,2
ISIC_0010575,2
ISIC_0072259,2
ISIC_0008294_downsampled,2
ISIC_0032505,2
ISIC_0027399,2
ISIC_0028187,2
ISIC_0058208,2
ISIC_0013618_downsampled,1
ISIC_0014150_downsampled,2
ISIC_0032777,3
ISIC_0059631,1
ISIC_0028602,2
ISIC_0053752,2
ISIC_0057806,4
ISIC_0058635,2
ISIC_0071871,5
ISIC_0058733,2
ISIC_0073070,5
ISIC_0025980,6
ISIC_0066803,5
ISIC_0054632,5
ISIC_0030544,2
ISIC_0058797,3
ISIC_0061438,3
ISIC_0027333,2
ISIC_0073082,3
ISIC_0071094,2
ISIC_0058976,2
ISIC_0033046,2
ISIC_0025590,2
ISIC_0029330,2
ISIC_0057456,3
ISIC_0071343,2
ISIC_0030916,2
ISIC_0028668,2
ISIC_0063718,5
ISIC_0059436,2
ISIC_0013197_downsampled,2
ISIC_0060588,3
ISIC_0054221,2
ISIC_0000056_downsampled,1
ISIC_0065385,3
ISIC_0000217,2
ISIC_0069645,2
ISIC_0025312,5
ISIC_0027630,2
ISIC_0032263,2
ISIC_0032572,2
ISIC_0032695,1
ISIC_0066819,4
ISIC_0025506,2
ISIC_0064881,1
ISIC_0025483,2
ISIC_0026566,5
ISIC_0071982,4
ISIC_0068054,1
ISIC_0066010,3
ISIC_0026507,2
ISIC_0060961,2
ISIC_0066105,1
ISIC_0061586,2
ISIC_0027501,2
ISIC_0056473,3
ISIC_0033216,1
ISIC_0013258_downsampled,1
ISIC_0060156,2
ISIC_0058482,3
ISIC_0056130,1
ISIC_0062777,2
ISIC_0072050,5
ISIC_0030851,2
ISIC_0026784,2
ISIC_0014832_downsampled,1
ISIC_0033851,2
ISIC_0028781,2
ISIC_0060008,3
ISIC_0056924,2
ISIC_0071891,1
ISIC_0029550,2
ISIC_0004337_downsampled,2
ISIC_0034241,2
ISIC_0030924,2
ISIC_0062052,3
ISIC_0030831,2
ISIC_0029556,2
ISIC_0028902,2
ISIC_0066294,2
ISIC_0024709,5
ISIC_0054819,1
ISIC_0026563,2
ISIC_0062535,2
ISIC_0028082,1
ISIC_0070875,6
ISIC_0024491,2
ISIC_0062967,3
ISIC_0029655,3
ISIC_0071855,2
ISIC_0055180,3
ISIC_0033620,5
ISIC_0061848,1
ISIC_0059879,1
ISIC_0069984,1
ISIC_0024651,2
ISIC_0067693,2
ISIC_0026004,2
ISIC_0010321,1
ISIC_0028806,2
ISIC_0064830,3
ISIC_0059992,1
ISIC_0062033,3
ISIC_0054809,2
ISIC_0072864,5
ISIC_0069789,4
ISIC_0024647,1
ISIC_0060077,8
ISIC_0025299,3
ISIC_0058332,1
ISIC_0068014,4
ISIC_0031614,3
ISIC_0057875,2
ISIC_0029815,2
ISIC_0025655,2
ISIC_0072999,5
ISIC_0064487,2
ISIC_0014288_downsampled,1
ISIC_0014179_downsampled,5
ISIC_0069137,2
ISIC_0028294,5
ISIC_0030870,6
ISIC_0013189_downsampled,5
ISIC_0027713,5
ISIC_0060233,1
ISIC_0026370,2
ISIC_0055059,3
ISIC_0058627,2
ISIC_0028604,2
ISIC_0058809,3
ISIC_0059208,2
ISIC_0028290,2
ISIC_0058829,2
ISIC_0028699,2
ISIC_0061177,3
ISIC_0029410,2
ISIC_0032441,1
ISIC_0027763,2
ISIC_0069181,8
ISIC_0057654,3
ISIC_0065845,2
ISIC_0064536,2
ISIC_0014059_downsampled,1
ISIC_0058604,2
ISIC_0030535,2
ISIC_0027586,2
ISIC_0055007,1
ISIC_0071655,2
ISIC_0068058,2
ISIC_0056298,1
ISIC_0013737_downsampled,2
ISIC_0067214,2
ISIC_0068265,3
ISIC_0063298,3
ISIC_0062027,2
ISIC_0031279,2
ISIC_0065429,3
ISIC_0024502,2
ISIC_0062090,3
ISIC_0028697,2
ISIC_0063327,2
ISIC_0067679,3
ISIC_0063281,2
ISIC_0057975,2
ISIC_0026094,1
ISIC_0024970,5
ISIC_0030276,5
ISIC_0025049,2
ISIC_0070136,2
ISIC_0014936_downsampled,2
ISIC_0067077,2
ISIC_0028618,2
ISIC_0057481,2
ISIC_0015999_downsampled,2
ISIC_0031045,2
ISIC_0014440_downsampled,2
ISIC_0034093,3
ISIC_0012316_downsampled,2
ISIC_0064608,3
ISIC_0034290,2
ISIC_0027652,5
ISIC_0056528,2
ISIC_0010015,2
ISIC_0058782,3
ISIC_0068300,2
ISIC_0030373,2
ISIC_0069671,1
ISIC_0026928,2
ISIC_0010443,2
ISIC_0068580,1
ISIC_0031288,2
ISIC_0027265,2
ISIC_0061292,2
ISIC_0063571,5
ISIC_0055234,5
ISIC_0013310_downsampled,2
ISIC_0032173,8
ISIC_0032094,2
ISIC_0026101,2
ISIC_0025333,2
ISIC_0056607,3
ISIC_0029627,5
ISIC_0032484,2
ISIC_0032506,2
ISIC_0026247,1
ISIC_0070173,2
ISIC_0072932,4
ISIC_0028034,2
ISIC_0064386,8
ISIC_0057069,3
ISIC_0055930,1
ISIC_0069003,1
ISIC_0073035,4
ISIC_0015082_downsampled,1
ISIC_0027169,2
ISIC_0063184,2
ISIC_0030788,2
ISIC_0014136_downsampled,1
ISIC_0000396_downsampled,2
ISIC_0031230,2
ISIC_0068354,4
ISIC_0059501,2
ISIC_0057195,3
ISIC_0030228,2
ISIC_0054031,3
ISIC_0013740_downsampled,1
ISIC_0024596,2
ISIC_0071664,2
ISIC_0054649,3
ISIC_0030962,2
ISIC_0032190,1
ISIC_0025952,2
ISIC_0010466,1
ISIC_0028937,3
ISIC_0010024,1
ISIC_0059830,1
ISIC_0024989,2
ISIC_0055091,1
ISIC_0070731,1
ISIC_0026676,2
ISIC_0055499,2
ISIC_0025753,5
ISIC_0065503,7
ISIC_0028978,3
ISIC_0065338,1
ISIC_0027208,2
ISIC_0058446,2
ISIC_0032818,2
ISIC_0028344,2
ISIC_0025362,3
ISIC_0058766,3
ISIC_0068827,2
ISIC_0063589,2
ISIC_0024691,2
ISIC_0030499,2
ISIC_0059562,3
ISIC_0068154,2
ISIC_0011115,2
ISIC_0032053,2
ISIC_0031967,5
ISIC_0064313,2
ISIC_0065927,1
ISIC_0069001,3
ISIC_0032600,2
ISIC_0056725,1
ISIC_0070467,5
ISIC_0072201,3
ISIC_0031411,2
ISIC_0067590,2
ISIC_0067762,6
ISIC_0053968,5
ISIC_0054716,2
ISIC_0032444,2
ISIC_0061220,3
ISIC_0026735,1
ISIC_0029011,2
ISIC_0027896,4
ISIC_0063070,1
ISIC_0070248,1
ISIC_0068089,2
ISIC_0033252,5
ISIC_0059593,1
ISIC_0026001,2
ISIC_0025060,2
ISIC_0026428,2
ISIC_0072004,1
ISIC_0027074,2
ISIC_0030001,2
ISIC_0030073,2
ISIC_0056578,2
ISIC_0027752,2
ISIC_0026185,2
ISIC_0028927,2
ISIC_0057962,8
ISIC_0027943,2
ISIC_0032583,1
ISIC_0010490,2
ISIC_0065966,5
ISIC_0025130,8
ISIC_0032130,2
ISIC_0030874,2
ISIC_0031686,5
ISIC_0053666,4
ISIC_0067680,3
ISIC_0011352,2
ISIC_0058148,2
ISIC_0054510,2
ISIC_0033483,3
ISIC_0054570,1
ISIC_0031655,2
ISIC_0030492,2
ISIC_0031078,5
ISIC_0029847,3
ISIC_0059312,2
ISIC_0068156,2
ISIC_0055248,2
ISIC_0063362,1
ISIC_0057006,2
ISIC_0069204,1
ISIC_0032606,2
ISIC_0072267,3
ISIC_0068806,2
ISIC_0055459,1
ISIC_0061634,2
ISIC_0055736,3
ISIC_0071622,2
ISIC_0030951,1
ISIC_0057757,3
ISIC_0055919,2
ISIC_0027272,2
ISIC_0033199,5
ISIC_0013664_downsampled,2
ISIC_0025455,2
ISIC_0024571,1
ISIC_0069333,5
ISIC_0066728,2
ISIC_0033257,3
ISIC_0012311_downsampled,2
ISIC_0059953,8
ISIC_0072531,1
ISIC_0057969,2
ISIC_0057174,2
ISIC_0028686,2
ISIC_0071964,3
ISIC_0066150,1
ISIC_0026041,2
ISIC_0014582_downsampled,5
ISIC_0001769_downsampled,2
ISIC_0024497,2
ISIC_0029028,1
ISIC_0067835,2
ISIC_0064815,5
ISIC_0063176,2
ISIC_0027005,2
ISIC_0055898,3
ISIC_0026025,2
ISIC_0057377,2
ISIC_0027671,2
ISIC_0031060,5
ISIC_0028981,2
ISIC_0015045_downsampled,1
ISIC_0024891,2
ISIC_0014031_downsampled,5
ISIC_0028380,2
ISIC_0026174,5
ISIC_0071002,6
ISIC_0032972,5
ISIC_0031313,2
ISIC_0054998,2
ISIC_0070774,2
ISIC_0028021,2
ISIC_0030079,2
ISIC_0057904,5
ISIC_0025447,2
ISIC_0033730,1
ISIC_0033994,2
ISIC_0068959,2
ISIC_0026306,2
ISIC_0073102,1
ISIC_0029054,2
ISIC_0061921,1
ISIC_0030801,5
ISIC_0001181_downsampled,2
ISIC_0060023,2
ISIC_0024948,4
ISIC_0033933,2
ISIC_0059682,3
ISIC_0061441,1
ISIC_0033303,2
ISIC_0013567_downsampled,1
ISIC_0069737,3
ISIC_0070376,3
ISIC_0053896,2
ISIC_0030521,1
ISIC_0059202,1
ISIC_0030684,2
ISIC_0060679,1
ISIC_0000550,1
ISIC_0061770,1
ISIC_0063097,3
ISIC_0072445,2
ISIC_0054660,8
ISIC_0031764,2
ISIC_0055275,3
ISIC_0068023,1
ISIC_0065067,2
ISIC_0072911,8
ISIC_0026646,2
ISIC_0012204_downsampled,5
ISIC_0064481,1
ISIC_0033510,2
ISIC_0031725,2
ISIC_0056508,2
ISIC_0057544,2
ISIC_0069100,2
ISIC_0030133,4
ISIC_0056692,1
ISIC_0028101,2
ISIC_0015419_downsampled,2
ISIC_0071426,5
ISIC_0027491,2
ISIC_0028890,3
ISIC_0056290,8
ISIC_0058087,1
ISIC_0056767,3
ISIC_0070525,3
ISIC_0012693_downsampled,5
ISIC_0057164,1
ISIC_0012548_downsampled,5
ISIC_0029832,2
ISIC_0024905,2
ISIC_0014360_downsampled,1
ISIC_0063943,2
ISIC_0033100,2
ISIC_0031870,2
ISIC_0014808_downsampled,2
ISIC_0026830,2
ISIC_0025743,5
ISIC_0072852,3
ISIC_0031947,2
ISIC_0028152,2
ISIC_0058769,4
ISIC_0025331,8
ISIC_0026002,2
ISIC_0025266,3
ISIC_0055326,2
ISIC_0015181_downsampled,5
ISIC_0067248,1
ISIC_0029744,1
ISIC_0072516,1
ISIC_0025682,2
ISIC_0033495,2
ISIC_0032631,2
ISIC_0066506,1
ISIC_0057068,5
ISIC_0057567,2
ISIC_0026172,2
ISIC_0065360,1
ISIC_0067605,3
ISIC_0057701,2
ISIC_0060046,2
ISIC_0025871,2
ISIC_0063088,2
ISIC_0054538,2
ISIC_0014164_downsampled,2
ISIC_0057312,2
ISIC_0016060_downsampled,2
ISIC_0001126_downsampled,1
ISIC_0054525,2
ISIC_0026188,1
ISIC_0066467,3
ISIC_0027440,2
ISIC_0029338,2
ISIC_0034100,1
ISIC_0057437,4
ISIC_0033954,2
ISIC_0070056,4
ISIC_0053981,1
ISIC_0012179_downsampled,2
ISIC_0060238,1
